Code,Term,Explanation
EB-2.13,atisAramuktiH,"-,the disorder is characterized by uccārāt vinā mūtraṁ vāyuśca gacchati [without defecation], dīptāgniḥ [having agni well kindled i.e. digesting well], laghukōṣṭhaḥ [digest easily],resolving atisāra"
EB-2.14,pakva-atisAraH,"-,the disorder is characterized by āma-malaviparītaliṅgāni [opposite features of āmaliṅga], lāghavam [feeling of lightness],pāka stage of atisāra"
EB-2.15,doShavibandhaja-atisAraH,"-,the disorder is characterized by nyastamapsvavasīdati purīṣam [faecal matter is sinks in water],atisāra due to obstructed dōṣa"
EB-2.16,sneholvaNa-atisAraH,"-,the disorder is characterized by bahuśūlapravāhikaḥ [very serious dysentery with excessive coliky pain],steatorrhoea"
EB-2.17,atisAra-ariShTaH,"-,-,fatal signs of atisāra"
SM3B(EB-3),ajIrNam,"-,It is characterised by difficulty to digest food and may be associated with stomach pain, bloating, belching, and hiccup. his may be explained by: (a) Vitiation of digestion by kapha, pitta or vata.,Indigestion disorder (TM2)"
EB-3.1,viShTabdhajanya-ajIrNam/vAtaja-ajIrNam,"-,the disorder is characterized by bhr̥śa-tōdaḥ [severe needling type of pain], bhr̥śa-śūlam [severe colicky pain], viṣṭabdham [obstructed flatus], ānaddhaviruddhavātam [reverse movements of vāyu due to obstruction], vibandhaḥ [constipation], ādhmānam [abdominal distension], sādaḥ [exhaustion or tirednes of body], vividhā vātavēdanāḥ [various other vātika disorders], mala-apravr̥ttiḥ [faces are not passed], vāta-apravr̥ttiḥ [flatus not passed], stambhaḥ [rigidity/stiffness], mōhaḥ [confusion/delirium], aṅgapīḍanam [bodyache],ajīrṇa due to vāta"
EB-3.2,vidagdhajanya-ajIrNam/pittaja-ajIrNam,"-,the disorder is characterized by kiñcid vipakvam [partly digested], amlabhāvagatam [turns into acid], tr̥ḍ [thirst], mōhaḥ [confusion/delirium], bhramaḥ [giddiness or dizziness], amlōdgāraḥ [sour belching/eructation], dāhaḥ [burning sensations], mūrcchā [syncope/attacks of swooning], vividhā rujaḥ [various other disorders], sadhūmāmlōdgāraḥ [smoky and acidic eructations], svēdaḥ [perspiration],ajīrṇa due to pitta"
EB-3.3,Amaja-ajIrNam/kaPaja-ajIrNam,"-,the disorder is characterized by akṣiśōphaḥ/akṣikūṭa-śōthaḥ [swelling around the eyes], gaṇḍa-śōthaḥ/śōphaḥ [swelling in the cheeck], yathābhuktamudgāraḥ/udgāraśca yathābhuktam [eructations appear of the same nature of food], sadyōbhukta iva udgāraḥ [eructations appear as if just had food], prasēkaḥ [excessive salivation], utklēśaḥ/utklēdaḥ [nausea/provocation of dōṣa], gauravam/gurutā [heaviness], avidagdhōdgāraḥ [non-sour eructation],ajīrṇa due to kapha"
EB-3.4,rasaSeShajanya-ajIrNam,"-,the disorder is characterized by udgāraśuddhau api bhaktakāṅkṣā na jāyatē / śuddhēऽpi udgārē aśraddhā / annavidvēṣaḥ [clear eructations but still aversion of the food], hr̥dgurutā [heaviness in cardiac region], prasēkam [excessive salivation], śuddhēऽpi udgārē hr̥dvyathā [cardiac pain despite of clear eructations], hr̥dayāśuddhiḥ [precordial discomfort with nausea], gauravam [heaviness],rasaṣēśa-ajīrṇa"
EB-3.5,dinapAki-ajIrNam,"-,-,dinapāki-ajīrṇa"
EB-3.6,prativAsara-ajIrNam,"-,-,prativāsara-ajīrṇa"
SM76(EB-3.7),visUcikA,"-,It is characterised by profuse vomiting and diarrhoea, thirst,cold extremities. This may be explained by: (a) Impairment of digestive & metabolic factors resulting in expulsion of products resulting from incomplete digestion, transformation or metabolism from upper and lower orifice.,Severe vomiting and diarrhoea disorder (TM2)"
EB-3.7.1,vAtika-visUcikA,"-,the disorder is characterized by śūlam [colicky pain in the abdomen], bhramaḥ [giddiness or dizziness], ānāhaḥ [barborygmus with distention], kampaḥ [tremors], stambhaḥ [rigidity/stiffness], aṅgamardaḥ [generalised bodyache], mukhaśōṣaḥ [dryness of mouth], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], udvēṣṭanam [contraction in body], akṣipravēśaḥ [sunken eyes], śirōऽtiruk [severe headache], hr̥d ātiruk [severe pain in cardiac region], śirākuñcanam [contraction movement of head], śirāstambhanam [rigidity of head],viśūcikā due to vāta"
EB-3.7.2,paittika-visUcikA,"-,the disorder is characterized by jvaraḥ [fever], atisāraḥ [diarrhoea], antardāhaḥ [burning sensation inside the body], tr̥ṭ/tr̥ṣṇā [thirst], vaivarṇyam [discolouration], madaḥ [intoxication], bhramaḥ [giddiness or dizziness], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], pralayaḥ [syncope],viśūcikā due to pitta"
EB-3.7.3,kaPaja-visUcikA,"-,the disorder is characterized by chardiḥ [vomitting], aṅgagurutā/gātragauravam [feeling of heaviness in the body], vāksaṅgaḥ [impediment of speech/dysphasia], ṣṭhīvanam [spitting/excess expectoration], arōcakaḥ [tastelessness], prasēkaḥ [excessive salivation], aṅgasādaḥ [exhaustion or tirednes to body /inability to perform physical activities], avipākaḥ [indigestion], śītajvaraḥ [fever with chills], ālasyaḥ [lethargy],viśūcikā due to kapha"
EB-3.7.4,asAdhya-visUcikA,"-,the disorder is characterized by śyāva-dantaḥ [dark brown coloured teeth], śyāva-ōṣṭhaḥ [dark brown lips], śyāva-nakhaḥ [dark brown nails], alpasaṁjñaḥ [semiconcious], chardiḥ/vamiḥ [vomiting], abhyantarāyātanētraḥ [sunken eyes], kṣāmasvaraḥ [weak and feeble voice], sarvavimuktasandhiḥ [dislocation of all joints],irremediable viśūcikā"
EB-3.7.5,visUcikA-upadravaH,"-,the disorder is characterized by nidrānāśaḥ [insomnia], aratiḥ [distress/dicontent/restlessness], kampaḥ [tremors], mūtrāghātaḥ [retention of urine], visaṁjñatā [loss of conciousness],complications of viśūcikā"
EB-3.8(SM34),vilambikA,"-,-,Slow transit constipation disorder (TM2) ⇒"
SM3C(EB-3.9),alasaka,"-,It is characterised by marked distension of abdomen, the undigested food remains in the stomach without getting evacuated from the body either by vomiting or by defecation. This may be explained by: (a) Loss of functionality of vata in stomach region.,Food stasis indigestion disorder (TM2)"
EB-3.9.1,alasaka-pUrvarUpam,"-,-,prodromes of alasaka"
EB-3.9.2,daNDAlasakaH,"-,the disorder is characterized by śarīraṁ daṇḍavatstambhayanti [body becomes rigid as stick],alasaka (delayed and obstructive digestive process) wherein body becomes stiff like a stick"
EB-3.9.3,vAtika-alasakaH,"-,the disorder is characterized by śūlam [colicky pain in the abdomen], bhramaḥ [giddiness or dizziness], ānāhaḥ [barborygmus with distention], aṅgamardaḥ [generalised bodyache], mukhaśōṣaḥ [dryness of mouth], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], kampaḥ [tremors], mūrcchā [syncope/attacks of swooning], bhramaḥ [giddiness or dizziness], jr̥mbhā [yawning], udvēṣṭanam [twisting pain], akṣipravēśaḥ [sunken eyes], śirō-atiruk [severe headache], hr̥dayātiruk [severe pain in cardiac region], sirākuñcanam [contraction movement of sira], sirāstambhanam [rigidity of sira], stambhaḥ [stiffness of the body parts],alasaka due to vāta"
EB-3.9.4,paittika-alasakaH,"-,the disorder is characterized by jvaraḥ [fever], antardāhaḥ [burning sensation inside the body], vaivarṇyam [discolouration], tr̥ṭ/tr̥ṣṇā [thirst], madaḥ [intoxication], bhramaḥ [giddiness or dizziness], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], pralayaḥ [syncope],alasaka due to pitta"
EB-3.9.5,kaPaja-alasakaH,"-,the disorder is characterized by arōcakaḥ [tastelessness], prasēkaḥ [excessive salivation], aṅgasādaḥ [exhaustion or tirednes to body /inability to perform physical activities], avipākaḥ [indigestion], śītajvaraḥ [fever with chills], aṅgagurutā/gātragauravam [feeling of heaviness in the body], vāksaṅgaḥ [impediment of speech/dysphasia], ṣṭhīvanam [spitting/excess expectoration], ālasyaḥ [lethargy],alasaka due to kapha"
EB-3.10,madyaja-ajIrNam,"-,-,ajīrṇa due to alcohol"
EB-3.11,ajIrNa-upadravaH,"-,-,complications of ajīrṇa"
SM39(EB-4),amlapittam,"-,It is characterised by indigestion, burning sensation in chest, throat and epigastrium, sour eructation nausea. This may be explained by: (a) Alteration in quality of pittadosha.,Dyspepsia disorder (TM2)"
EB-4.1(SM39),Urdhvagata-amlapittam,"-,-,Dyspepsia with upward tendency disorder (TM2) ⇒"
EB-4.2(SM39),adhogata-amlapittam,"-,-,Dyspepsia with downward tendency disorder (TM2) ⇒"
EB-4.3,vAtika-amlapittam,"-,the disorder is characterized by kampaḥ [tremors], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], mūrcchā [syncope/attacks of swooning], cimicimāyanam [tingling sensation], gātrāvasādaḥ [exhaustion or tirednes to body], śūlaḥ [colicky pain in the abdomen], tamō darśanam [feeling of darkness all round], vibhramaḥ [dizziness/confusion], vimōhaḥ [confusion/infatuation], harṣaḥ [horripilation],amlapitta due to vāta"
EB-4.4,kaPaja-amlapittam/SleShmapittam,"-,the disorder is characterized by kaphaniṣṭhīvanam [mucoid expectoration], gauravam [heaviness], jaḍatā [dullness/frigidity/inactiveness], aruciḥ [tastelessness], śītaḥ [feeling of cold/chills], sādaḥ [exhaustion or tirednes of body], vamiḥ [vomiting], lēpaḥ [stickiness], dahanasādaḥ [weak digestion], balasādaḥ [loss of strength], kaṇḍūḥ [itching], nidrā [sleep],amlapitta due to kapha"
EB-4.5,vAtakaPa-amlapittam,"-,the disorder is characterized by ubhayacihnam [signs of both vāta and kaphaja amlapitta],amlapitta due to vāta and kapha"
EB-4.6,kaPapaittika-amlapittam,"-,the disorder is characterized by tiktōdgāraḥ [bitter belchings/eructations], āmlōdgāraḥ [sour belching/eructation], kaṭukōdgāraḥ [pungent belching/ eructations], hr̥t-dāhaḥ [burning sensation in heart region], kukṣidāhaḥ [burning sensation in stomach/abdomen], kaṇṭhadāhaḥ [burning sensation in throat], bhramaḥ [giddiness or dizziness], mūrchā [syncope/attacks of swooning], aruciḥ [tastelessness], chardiḥ [vomittings], ālasyam [lethargy], śirōrujā [headache], prasēkaḥ [excessive salivation], mukhamādhuryam [sweet taste in mouth],amlapitta due to kapha and pitta"
AAC-12.2,Amaja-AnAhaH,"-,the disorder is characterized by tr̥ṣṇā [thirst], pratiśyāyaḥ [cold, catarrh], śirōvidāhaḥ [burning sensation in the head], āmāśaya-śūlaḥ [colicky pain in epigastric region], āmāśaya-gurutvam [fullness/heavyness in epigastric region], hr̥llāsaḥ [nausea], udgāravighātanaḥ [absense of eructation], hr̥tstambhaḥ [tightness in the pericordial region],ānāha due to āma"
AAC-12.3,purIShaja-AnAhaH/purISha SUla/pakvASayajAnAhaH,"-,the disorder is characterized by kaṭī-stambhaḥ [stiffness of waist/lowback], pr̥ṣṭha stambhaḥ [stiffness of back], purīṣa-stambhaḥ [retention of stool/feces], mūtra-stambhaḥ [retension of urine], śūlaḥ [colicky pain in the abdomen], mūrcchā [syncope/attacks of swooning], śakr̥dvamanam [faecal vomoting], śvāsaḥ [breathlessness/difficult breathing], alasakalakṣaṇāni [other symptoms of alasaka],ānāha due to faeces"
SM71(EB-5),arocakaH,"-,It is characterised by loss of appetite. This may be explained by: (a) Vitiated dosha affecting the digestive and metabolic factors.,Anorexia disorder (TM2)"
EB-5.1,vAtaja-arocakaH,"-,the disorder is characterized by parihr̥ṣṭadantaḥ [dental hyperasthesia], kaṣāyavaktratā/kaṣāyamukhatā [astringent taste in oral cavity], htśūlaḥ [precordial pain/cardiac pain], hrtpīḍā [cardiac pain], virasānanatvam [tastelessness of mouth],arōcaka due to vāta"
EB-5.2,pittaja-arocakaH,"-,the disorder is characterized by kaṭu-vaktratā [pungent taste in the mouth], amla-vaktratā [sour taste in the mouth], uṣṇa-vaktratā [feeling of warmth in the mouth], virasa-vaktratā [tastelessness of mouth], pūtivaktratā [foul odour in oral cavity], lavaṇa-vaktratā [salty taste of the mouth], hrūdāhaḥ [burning sensation in cardiac region], cōṣabahulaḥ [sucking type of pain], mukhatiktatā [bitter taste in the mouth], mūrcā [syncope/attacks of swooning], tr̥ḍ [thirst],arōcaka due to pitta"
EB-5.3,kaPaja-arocakaH,"-,the disorder is characterized by mādhuryam (vaktrasya)/madhurāsyatā [sweet taste in mouth], paicchilyam (vaktrasya) [sliminess of the oral cavity], gurutvam (vaktrasya) [heaviness in mouth], śaityam (vaktrasya) [coldness in mouth], vibaddhasaṁbaddhayutam (vaktram) [a sense of stiffness and tightness in mouth], kaṇḍūḥ [itching], kaphasaṁsravaḥ/kaphaprasēkaḥ [secretion of mucus], sādaḥ [exhaustion or tirednes of body], tandrā [drowsiness/lassitude], lavaṇavaktratā [saltish taste in mouth],arōcaka due to kapha"
EB-5.4,sAnnipAtaja-arocakaH,"-,the disorder is characterized by bahūni rūpāṇi [clinical features of all types of arōcaka], virasāsyatā [tastelessness/altered taste], naikarasa-yuktam (āsyam) [not just one type of taste], bahuruk [different types of pain],arōcaka due to three dōṣa"
EB-5.5,Agantuja-arocakaH,"-,the disorder is characterized by vaiguṇyam [uneasiness of mind], mōhaḥ [confusion/delirium], jaḍatā [dullness/frigidity/inactiveness],arōcaka due to external causes"
EB-5.6,Sokaja-arocakaH,"-,-,arōcaka due to sorrow"
EB-5.7,Bayaja-arocakaH,"-,-,arōcaka due to fear"
EB-5.8,krodhaja-arocakaH,"-,-,arōcaka due to anger"
EB-5.9,aSucigandhaja-arocakaH/ahRudyagandhaja-arocakaH,"-,-,arōcaka due to bad smell"
EB-5.10,rAgajanya-arocakaH,"-,-,arōcaka due to desire"
EB-5.11,cintAjanya-arocakaH,"-,-,arōcaka due to anxiety"
EB-5.12,aSUcidarSanajaya-arocakaH,"-,-,arōcaka due to seeing unhygienic objects"
EB-5.13,atiloBajanya-arocakaH,"-,-,arōcaka due to excessive greed"
EB-5.14,dveShaja-arocakaH,"-,-,arōcaka due to aversion"
EB-5.15,cittaviparyayaja-arocakaH/manassantApaja-arocakaH,"-,-,arōcaka due to stress"
EB-5.16,aBighAtaja-arocakaH,"-,-,arōcaka due to trauma"
SM3L(EB-6),CardiH,"-,It is characterised by excessive vomiting. This may be explained by: (a) Weak digestive and metabolic factors, leading to primary product of digested food being vitiated by pitta, kapha and vata.,Vomiting disorder (TM2)"
EB-6.1,Cardi-pUrvarUpam,"-,-,prodromes of chardi"
SM3J(EB-6.2),vAtaja-CardiH,"-,It is characterised by feeling of vomiting, eructation with loud sounds without expulsion of any gastric contents. It may be explained by: (a) Vitiation of vata affecting stomach.,Retching disorder (TM2)"
EB-6.3,pittaja-CardiH,"-,the disorder is characterized by mūrcchā [syncope/attacks of swooning], pipāsā/tr̥ṭ [thirst], mukhaśōṣaḥ/vaktraśōṣaḥ [dryness of mouth], mūrdhasantāpaḥ [burning sensation in the head], tālusantāpaḥ [burning sensation in the palate], akṣisantāpaḥ [burning sensation in the eyes], tamāḥ [blackouts], bhramaḥ [giddiness or dizziness], pīta-vamanam [yellowish vomitus], bhr̥śavamanam [very hot vomitus/forceful vomiting], uṣṇa-vamanam [hot vomitus], harita-vamanam [greenish vomitus], satikta-vamanam [bitter vomitus], dhūmra-vamanam [smoky vomitus], sadāha-vamanam/dāhḥ [vomiting with burning sensation], amlavamanam [sour vomitus], kaṭuvamanam [pungent vomitus], tiktavaktram [bitter taste in mouth], saraktavamanam [vomitus with blood], cōṣaḥ [sucking type of pain], jvaraḥ/tāpaḥ [fever], kṣārōdakanibhacchardiḥ [vomitus alkaline in nature/vomitus as kṣāra diluted in water], śramaḥ [exhaustion/fatigue],chardi due to pitta"
EB-6.4,kaPaja-CardiH,"-,the disorder is characterized by tandrā [drowsiness/lassitude], āsyamādhuryam/mukhamādhuryam [sweetness in mouth], kaphaprasēkaḥ [mucoid salivation], santōṣaḥ [sense of satiety/contentment], nidrā [sleep], aruciḥ [tastelessness], gauravam [heaviness], snigdha-vamanam [uncotus vomitus], ghana-vamanam/sāndravamanam [thick vomitus], svādu-vamanam/madhuravamanam [sweetish vomitus], viśuddha-vamanam [clear vomitus], sarōmaharṣaḥ (vamanam)/lōmaharṣaṇam [horripilation], alparujā vamanam [vomitus with mild pain], prabhūtavamanam [vomiting in large quantity], śuklavamanam [vomitus white in colour], himaṁ vamanam/śītavamanam [vomitus cold in nature], kaphānuviddhavamanam [vomitus predominent with kapha], abhaktaruk [pain on empty stomach], sadanam [exhaustion], ślēṣmatantugavākṣitavamanam [vomitus with thready appearance], lavaṇavamanam [vomitus salty in taste], bhūrivamanam [frequent/forceful vomiting], prasaktavamanam [continuous vomiting], mukhaśvayathuḥ [oedema on face], hr̥̄llāsaḥ [nausea], kāsaḥ [cough],chardi due to kapha"
EB-6.5,sAnnipAtaja-CardiH,"-,the disorder is characterized by śūlam [colicky pain in the abdomen], avipākaḥ [indigestion], aruciḥ [tastelessness], dāhaḥ [burning sensation], tr̥ṣṇā [thirst], śvāsaḥ [breathlessness/difficult breathing], pramōhaḥ [fainting/severe confusion], prabalacchardiḥ [forceful vomiting], prasaktacchardiḥ [continuous vomiting], lavaṇa-vamanam [vomitus salty in taste], amla-vamanam [sour vomitting], nīla-vamanam [blue coloured vomitus], sāndravamanam [thick vomitus], uṣṇa-vamanam [vomitus hot in nature], rakta-vamanam [vomitus with blood], sarvāṇi rūpāṇi/sarvaliṁgaḥ [signs/symptoms of all types of chardi],chardi due to three dōṣa"
EB-6.6,Agantuja-CardiH,"-,-,chardi due to exogenous factor"
EB-6.6.1,bIBatsaja-CardiH/dviShTArthaja-CardiH,"-,the disorder is characterized by taptamanaḥ/manastāpaḥ [mental distress], hr̥dayaklēśaḥ [nausea],unpleasant visual stimulation triggered chardi"
EB-6.6.2,dauhRudaja-CardiH,"-,-,hyperemesis gravidarum"
EB-6.6.3,Amaja-CardiH,"-,-,chardi due to āma"
EB-6.6.4,asAtmyaja-CardiH,"-,-,chardi due to non-habitual food"
EB-6.7,kRumija-CardiH,"-,-,chardi due to worm infestation"
EB-6.8,asAdhya-CardiH,"-,-,irremediable chardi"
EB-6.9,Cardi-upadravAH,"-,-,complications of chardi"
EB-6.10,Cardi-ariShTaH,"-,-,fatal signs of chardi"
SM36(EB-7),grahaNIdoShaH,"-,It is characterised by Indigestion, passing of stools mixed with undigested food, sour eructation. This may be explained by: (a) Any of the three dosha localising in the duodenal regions.,Malabsorption disorder (TM2)"
EB-7.1,grahaNI-pUrvarUpam,"-,the disorder is characterized by annavidāhaḥ/vidāhaḥ annasya [indigestion], sadanam/sādaḥ [exhaustion], ālasyam [lethargy], tr̥ṭ/tr̥ṣṇā [thirst], klamaḥ [exhaustion without exertion], balakṣaya [loss of physical strength or weakness], aruci [tastelessness], kāsaḥ [cough], karṇakṣvēḍaḥ [constant sound (flute like) in ear], āntrakūjanam [barborygmus/gurgling sound of intestines], cirāt pacanam/cirapākaḥ [delayed digestion], amlakaḥ [sour belching/eructation], prasēkaḥ [excessive salivation], vaktravairasyam [tastelessness of mouth], bhramaḥ [giddiness or dizziness], ānaddhōdaratā/ānāhaḥ [distention due to obstruction of excreta], chardiḥ [vomiting], gauravam [heaviness],prodromes of grahaṇī"
EB-7.2,vAtajagrahaNIdoShaH,"-,the disorder is characterized by agnimāndyam [diminution of agni (digestive power)], annasya duḥkhēna pacanam [difficulty in digestion of the food], śuktapākam [(sour) furmentation of food], kharāṅgatā [roughness of body], kaṇṭhaśōṣaḥ [dryness in the throat], āsyaśōṣaḥ [dryness in mouth], kṣut [appetite], tr̥ṣṇā [thirst], timiram [errors of refraction/partial blindness], karṇayōḥ svanaḥ [tinitus], pārśvaruk/pārśvaśūlādhikyam [excess pain in sides of chest/flanks], ūrurujā [pain in thighs], vaṅkṣaṇaruk -(abhīkṣṇam) [pain in groins (severe/constant)], grīvāruk -(abhīkṣṇam) [pain in the neck (severe/constant)], viṣūcikā [indigestion with vomiting and diarrhoea with colicky pain], hr̥tpīḍā [precordial pain/cardiac pain], kārśyam [emaciation], daurbalyam [weakness], vairasyam [altered taste in the mouth], parikartikā [cutting type of pain in the anal region], sarvarasānāṁ gr̥ddhiḥ [craving for various tastes], manasaḥ sadanam [mental depression], ādhmānaṁ jīrṇē (annē) [flatulence after digestion of food], ādhmānaṁ jīryati (annē) [flatulence during digestion of food], svāsthyam bhuktē [sense of well being after taking meals], vātagulma- śaṅkā [anxious if he has developed vātagulma], hr̥drōga- śaṅkā [anxious if he has developed cardiac disease], plīhā- śaṅkā [anxious if he has developed splenomegaly], varcaṁ sr̥jēt cirāt [takes long time to evacuate the bowels], varcaṁ sr̥jēt duḥkhēna [defecation with pain], dravavarcaḥ [stools liquid in nature], śuṣka-varcaḥ [stool in dry state], tanu-varcaḥ [stool in less quantity], āma-varcaḥ [stool with āma (unformed stools)], śabdavad varcaḥ [stool is accompanied with loud sound], phēnavad varcaḥ [frothy stools], punaḥ punaḥ varcaḥ [repeatedly passing stool], kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing], pāyuśūlādhikyam/pāyuruk [severe pain in anus], hr̥cchūlādhikyam [pain in the precordium/cardiac region], udaraśūlādhikyam [severe pain in abdomen], mastakaśūlādhikyam [severe pain in head], tāluśōṣaḥ [dryness of palate], arśaśaṅkā [anxious if he has hemorrhoids], pāṇḍuśaṅkā [suspicion of pandu rōga],grahaṇī due to vāta"
EB-7.3,pittajagrahaNIdoShaH,"-,the disorder is characterized by ajīrṇam [indigestion], nīlapītābha-purīṣa-pravr̥ttiḥ [defecation of blue, yellow coloured stools], pītābha-purīṣa-pravr̥ttiḥ [defecation of yellow coloured stools], dravavarcaḥ [stools liquid in nature], pūti udgāraḥ [putrid eructations], amlōdgāraḥ [sour belching/eructation], hr̥ddāhaḥ [burning sensation in the precordial/cardiac region], kaṇṭhadāhaḥ [burning sensation in throat], aruciḥ [tastelessness], tr̥ḍ [thirst],grahaṇī due to pitta"
EB-7.4,kaPajagrahaNIdoShaH,"-,the disorder is characterized by duḥkhēna pacanam annasya [food is digested with difficulty], hr̥llāsaḥ [nausea], chardiḥ [vomitting], arōcakaḥ [tastelessness], āsyōpadēhatvam [a feeling of stickiness in the mouth], āsya-mādhuryam [sweetness in mouth], kāsaḥ [cough], ṣṭhīvanaḥ [spitting/excess expectoration], pīnasaḥ [cold, catarrh], hr̥dayaṁ manyatē styānam [feels as if cardiac region/heart is distended], stimitōdaram [motionless abdomen], udaragurutā [heavy abdomen], duṣṭa-udgāraḥ [unpleasant eructations], madhura-udgāraḥ [sweet eructations], sadanam [exhaustion], strīṣvaharṣam [not interested in sexual indulgence with women], bhinnavarca-pravartanam [passage of unformed (loose) feces], āma-varca-pravartanam [passage of unformed (undigested) feces], ślēṣmasaṁsr̥ṣṭa-varca-pravartanam [defecation of stools with mucus], guru-varca-pravartanam [defecation of bulky/heavy stools], daurbalyam, akr̥śasyāpi [weakness despite lack of emaciation], ālasyam [lethargy], gauravam [heaviness],grahaṇī due to kapha"
EB-7.5,AmajagrahaNIdoShaH,"-,-,grahaṇī due to āma"
EB-7.6,sAnnipAtajagrahaNIdoShaH,"-,the disorder is characterized by vātādinirdiṣṭaliṁgasamāgamam [symptoms of vātādi dōśas], sarvasaṁkaraḥ [mixed features],grahaṇī due to three dōṣa"
EB-7.7,saMgrahagrahaNI,"-,the disorder is characterized by antrakūjanam [barborygmus/gurgling sound of intestines], ālasyam [lethargy], daurbalyam [weakness], sadanam [exhaustion], drava-śakr̥t -pravr̥ttiḥ [defecation of liquid faeces], śīta-śakr̥t -pravr̥ttiḥ [defecation of faeces of cold nature], ghana-śakr̥t-pravr̥ttiḥ [defecation of dense faeces], snigdha-śakr̥t-pravr̥ttiḥ [defecation of unctuous faeces], kaṭīvēdanam [low backpain], āma-śakr̥t-pravr̥ttiḥ [undigested food matter within stools/defecation of feces alongwith āma], bahu-śakr̥t-pravr̥ttiḥ [defecation of stools in bulky amount], picchila-śakr̥t-pravr̥ttiḥ [defecation of mucoid stools], saśabda- śakr̥t -pravr̥ttiḥ [defecation of stool along with sound], mandavēdanāsahita śakr̥t -pravr̥ttiḥ [defecation of stool with mild pain], pakṣānmāsāddaśāhādvā muñcati (vēgaṁ karōti) [the attacks of diarrhoea occur at intervals of fortnight, a month, ten days], nitya-śakr̥t-pravr̥ttiḥ [the attacks of diarrhoea occur daily], divā prakōpaḥ bhavati (śakr̥t -pravr̥ttēḥ) [condition aggravates during the day time], rātrau śāntiṁ vrajēt (śakr̥t -pravr̥ttēḥ) [condition subsides in the night], durvijnēyaḥ [unable to diagnose], durvijnēyaḥ [unable to diagnose], cirakālānubandhinī [persists for a long time/longstanding],sangraha-grahṇī"
EB-7.8,ghaTIyantragrahaNI,"-,the disorder is characterized by pārśva-śūlaḥ (svapataḥ) [pain in sides of chest/flanks], galajjalaghaṭīdhvaniḥ [sounds similar to that produced by a earthen water- jar dipped inside water],ghaṭīyantra-grahaṇī"
EB-7.9,nirAma-grahaNI,"-,-,nirāma state of grahaṇī"
SM3K(EB-8),gulmaH,"-,It is characterised by moving lump like swelling in the abdomen of various sizes and characters associated with abdominal pain, distension. This may be explained by: (a) Vitiation of digestive and metabolic factors, all the three dosha affecting stomach and intestines.,Abdominal lumps disorder (TM2)"
EB-8.1,gulma-pUrvarUpam,"-,the disorder is characterized by anannābhilāṣaḥ [disinclination for food], arōcakaḥ [tastelessness], avipākaḥ [indigestion], agnivaiṣamyam [impairment of agni (digestive power)], bhuktasya vidāhaḥ [heartburn after having food], pākakālē ayuktyā chardiḥ [vomiting without any cause during digestion], pākakālē ayuktyā udgāraḥ [eructation without any cause during digestion], vātavēgāprādurbhāvaḥ [loss of urge for flatus], mūtravēgāprādurbhāvaḥ [loss of urge of micturition], purīṣavēgāprādurbhāvaḥ [loss of urge of defecation], prādurbhūtānaṁ vēgānāṁ apravr̥ttiḥ [uanble to void the natural urges like micturition, etc.], vātaśūlaḥ [sharp pain of vāta origin], āṭōpaḥ [gurgling sound of the intestines/barborygmus], āntrakūjanam/āntravikūjanam [barborygmus/gurgling sound of intestines], apariharṣaḥ [lack of harśa], ativr̥ttapūrīṣatā [udaavarta], abubhukṣā [loss of appetite], daurbalyam [weakness], sauhityāsahatvam [unable to eat full stomach], sadanam [exhaustion], vahnimandatā [diminution of agni], viṭ-saṁgaḥ/purīṣabandhaḥ [retension of faeces], mūtrasaṁgaḥ [obstruction/retention in passage of urine], anilasaṁgaḥ [obstruction to the passage of flatus], annadvēṣaḥ [aversion to food], ūrdhvavāyuḥ [eructation/upward movement of vāyu], udgārabāhulyam [excessive eructation], tr̥ptyakṣamatvam [unable to eat full stomach], ādhmānam [abdominal distension], apaktiśaktiḥ [diminution of agni],prodromes of gulma"
